,Human Weight,Ball Weight,Number of Points,Minimum Cost - Our Algorithm,Minimum Cost - Shortest Distance,Distance of Path - Our Algorithm,Shortest Distance,Algorithm Path,SD Path,Cost Savings,Time to Calculate (seconds),Point 0,Point 1,Point 2,Point 3,Point 4,Point 5,Point 6,Point 7,Point 8,Point 9,Point 10,Point 11
622,190,77.5,7,15565.287,15565.287,34.281,34.281,"[[0, 0], [0, 8], [0, 9], [5, 7], [5, 5], [10, 6], [8, 2], [6, 2], [0, 0]]","[[0, 0], [0, 8], [0, 9], [5, 7], [5, 5], [10, 6], [8, 2], [6, 2], [0, 0]]",0.0,0.0954,"[0, 0]","[0, 8]","[0, 9]","[5, 7]","[5, 5]","[10, 6]","[8, 2]","[6, 2]","[0, 0]",,,
623,135,52.5,8,11214.679,11214.679,37.235,37.235,"[[0, 0], [10, 2], [8, 8], [7, 10], [7, 10], [0, 9], [1, 8], [3, 5], [2, 5], [0, 0]]","[[0, 0], [10, 2], [8, 8], [7, 10], [7, 10], [0, 9], [1, 8], [3, 5], [2, 5], [0, 0]]",0.0,1.1327,"[0, 0]","[10, 2]","[8, 8]","[7, 10]","[7, 10]","[0, 9]","[1, 8]","[3, 5]","[2, 5]","[0, 0]",,
624,25,72.5,8,8004.416,8701.814,37.205,34.389,"[[0, 0], [10, 1], [9, 7], [7, 10], [0, 6], [0, 6], [1, 3], [0, 2], [2, 0], [0, 0]]","[[0, 0], [2, 0], [10, 1], [9, 7], [7, 10], [0, 6], [0, 6], [1, 3], [0, 2], [0, 0]]",697.398,1.1892,"[0, 0]","[10, 1]","[9, 7]","[7, 10]","[0, 6]","[0, 6]","[1, 3]","[0, 2]","[2, 0]","[0, 0]",,
625,45,37.5,7,5513.264,5573.129,36.191,36.182,"[[0, 0], [10, 0], [9, 7], [9, 8], [8, 10], [3, 7], [5, 6], [4, 5], [0, 0]]","[[0, 0], [10, 0], [9, 7], [9, 8], [8, 10], [5, 6], [3, 7], [4, 5], [0, 0]]",59.865,0.147,"[0, 0]","[10, 0]","[9, 7]","[9, 8]","[8, 10]","[3, 7]","[5, 6]","[4, 5]","[0, 0]",,,
626,155,72.5,5,10334.444,10691.515,36.266,36.149,"[[0, 0], [1, 10], [9, 7], [9, 1], [4, 4], [2, 3], [0, 0]]","[[0, 0], [9, 1], [9, 7], [1, 10], [4, 4], [2, 3], [0, 0]]",357.071,0.004,"[0, 0]","[1, 10]","[9, 7]","[9, 1]","[4, 4]","[2, 3]","[0, 0]",,,,,
627,30,15.0,9,3530.264,3553.114,38.491,37.978,"[[0, 0], [5, 3], [8, 4], [8, 10], [4, 10], [0, 10], [1, 8], [3, 8], [4, 5], [1, 5], [0, 0]]","[[0, 0], [4, 5], [5, 3], [8, 4], [8, 10], [4, 10], [3, 8], [0, 10], [1, 8], [1, 5], [0, 0]]",22.85,11.5161,"[0, 0]","[5, 3]","[8, 4]","[8, 10]","[4, 10]","[0, 10]","[1, 8]","[3, 8]","[4, 5]","[1, 5]","[0, 0]",
628,45,62.5,5,5045.843,5525.642,30.524,30.282,"[[0, 0], [9, 4], [9, 8], [4, 9], [1, 8], [1, 1], [0, 0]]","[[0, 0], [1, 8], [4, 9], [9, 8], [9, 4], [1, 1], [0, 0]]",479.799,0.2215,"[0, 0]","[9, 4]","[9, 8]","[4, 9]","[1, 8]","[1, 1]","[0, 0]",,,,,
629,35,92.5,3,3908.422,3969.831,25.123,24.534,"[[0, 0], [6, 10], [7, 8], [4, 7], [0, 0]]","[[0, 0], [7, 8], [6, 10], [4, 7], [0, 0]]",61.409,0.0,"[0, 0]","[6, 10]","[7, 8]","[4, 7]","[0, 0]",,,,,,,
630,185,77.5,8,11603.164,11603.164,27.116,27.116,"[[0, 0], [5, 10], [5, 10], [6, 10], [7, 8], [7, 5], [6, 2], [5, 1], [4, 1], [0, 0]]","[[0, 0], [5, 10], [5, 10], [6, 10], [7, 8], [7, 5], [6, 2], [5, 1], [4, 1], [0, 0]]",0.0,0.9681,"[0, 0]","[5, 10]","[5, 10]","[6, 10]","[7, 8]","[7, 5]","[6, 2]","[5, 1]","[4, 1]","[0, 0]",,
631,165,12.5,9,6161.356,6161.356,28.645,28.645,"[[0, 0], [0, 3], [2, 7], [2, 7], [8, 8], [7, 3], [7, 1], [6, 2], [5, 1], [2, 0], [0, 0]]","[[0, 0], [0, 3], [2, 7], [2, 7], [8, 8], [7, 3], [7, 1], [6, 2], [5, 1], [2, 0], [0, 0]]",-0.0,12.2311,"[0, 0]","[0, 3]","[2, 7]","[2, 7]","[8, 8]","[7, 3]","[7, 1]","[6, 2]","[5, 1]","[2, 0]","[0, 0]",
632,165,97.5,4,7317.355,7317.355,26.957,26.957,"[[0, 0], [0, 10], [6, 4], [4, 0], [0, 0], [0, 0]]","[[0, 0], [0, 10], [6, 4], [4, 0], [0, 0], [0, 0]]",0.0,0.1334,"[0, 0]","[0, 10]","[6, 4]","[4, 0]","[0, 0]","[0, 0]",,,,,,
633,70,60.0,8,8265.655,8265.655,31.595,31.595,"[[0, 0], [1, 7], [6, 6], [8, 9], [8, 7], [9, 4], [7, 2], [5, 2], [3, 0], [0, 0]]","[[0, 0], [1, 7], [6, 6], [8, 9], [8, 7], [9, 4], [7, 2], [5, 2], [3, 0], [0, 0]]",-0.0,0.9448,"[0, 0]","[1, 7]","[6, 6]","[8, 9]","[8, 7]","[9, 4]","[7, 2]","[5, 2]","[3, 0]","[0, 0]",,
634,105,25.0,6,4793.857,4793.857,29.44,29.44,"[[0, 0], [9, 8], [10, 5], [10, 4], [10, 1], [8, 0], [5, 0], [0, 0]]","[[0, 0], [9, 8], [10, 5], [10, 4], [10, 1], [8, 0], [5, 0], [0, 0]]",0.0,0.039,"[0, 0]","[9, 8]","[10, 5]","[10, 4]","[10, 1]","[8, 0]","[5, 0]","[0, 0]",,,,
635,110,50.0,10,12142.727,12645.91,41.625,37.711,"[[0, 0], [10, 3], [7, 8], [3, 9], [0, 9], [2, 6], [4, 6], [5, 5], [7, 2], [5, 2], [3, 2], [0, 0]]","[[0, 0], [2, 6], [0, 9], [3, 9], [4, 6], [5, 5], [7, 8], [10, 3], [7, 2], [5, 2], [3, 2], [0, 0]]",503.184,123.165,"[0, 0]","[10, 3]","[7, 8]","[3, 9]","[0, 9]","[2, 6]","[4, 6]","[5, 5]","[7, 2]","[5, 2]","[3, 2]","[0, 0]"
636,135,70.0,3,4502.78,4502.78,23.856,23.856,"[[0, 0], [10, 6], [5, 1], [1, 0], [0, 0]]","[[0, 0], [10, 6], [5, 1], [1, 0], [0, 0]]",0.0,1.3452,"[0, 0]","[10, 6]","[5, 1]","[1, 0]","[0, 0]",,,,,,,
637,110,77.5,3,5314.215,5386.1,25.277,24.276,"[[0, 0], [7, 4], [0, 8], [2, 6], [0, 0]]","[[0, 0], [7, 4], [2, 6], [0, 8], [0, 0]]",71.885,0.0,"[0, 0]","[7, 4]","[0, 8]","[2, 6]","[0, 0]",,,,,,,
638,180,30.0,3,6071.364,6071.364,28.031,28.031,"[[0, 0], [3, 9], [9, 2], [6, 2], [0, 0]]","[[0, 0], [3, 9], [9, 2], [6, 2], [0, 0]]",-0.0,0.0,"[0, 0]","[3, 9]","[9, 2]","[6, 2]","[0, 0]",,,,,,,
639,160,5.0,4,4458.09,4524.429,26.895,26.769,"[[0, 0], [7, 10], [3, 10], [2, 4], [0, 1], [0, 0]]","[[0, 0], [2, 4], [7, 10], [3, 10], [0, 1], [0, 0]]",66.339,0.001,"[0, 0]","[7, 10]","[3, 10]","[2, 4]","[0, 1]","[0, 0]",,,,,,
640,195,45.0,3,8051.173,8051.173,30.728,30.728,"[[0, 0], [1, 8], [10, 7], [9, 3], [0, 0]]","[[0, 0], [1, 8], [10, 7], [9, 3], [0, 0]]",0.0,0.0,"[0, 0]","[1, 8]","[10, 7]","[9, 3]","[0, 0]",,,,,,,
641,195,20.0,6,7356.489,7356.489,29.648,29.648,"[[0, 0], [4, 6], [2, 9], [7, 9], [7, 9], [7, 3], [2, 0], [0, 0]]","[[0, 0], [4, 6], [2, 9], [7, 9], [7, 9], [7, 3], [2, 0], [0, 0]]",0.0,0.013,"[0, 0]","[4, 6]","[2, 9]","[7, 9]","[7, 9]","[7, 3]","[2, 0]","[0, 0]",,,,
642,95,15.0,9,5669.085,5688.904,35.736,35.348,"[[0, 0], [1, 4], [0, 5], [3, 10], [3, 6], [7, 5], [10, 1], [10, 0], [4, 1], [3, 1], [0, 0]]","[[0, 0], [1, 4], [0, 5], [3, 6], [3, 10], [7, 5], [10, 1], [10, 0], [4, 1], [3, 1], [0, 0]]",19.819,10.2561,"[0, 0]","[1, 4]","[0, 5]","[3, 10]","[3, 6]","[7, 5]","[10, 1]","[10, 0]","[4, 1]","[3, 1]","[0, 0]",
643,190,70.0,4,9717.324,10010.833,33.641,31.42,"[[0, 0], [10, 3], [4, 10], [0, 6], [2, 0], [0, 0]]","[[0, 0], [0, 6], [4, 10], [10, 3], [2, 0], [0, 0]]",293.509,0.186,"[0, 0]","[10, 3]","[4, 10]","[0, 6]","[2, 0]","[0, 0]",,,,,,
644,100,45.0,7,7746.803,8291.817,36.2,35.252,"[[0, 0], [6, 10], [10, 9], [9, 2], [9, 2], [7, 5], [6, 4], [0, 2], [0, 0]]","[[0, 0], [9, 2], [9, 2], [10, 9], [6, 10], [7, 5], [6, 4], [0, 2], [0, 0]]",545.015,0.1105,"[0, 0]","[6, 10]","[10, 9]","[9, 2]","[9, 2]","[7, 5]","[6, 4]","[0, 2]","[0, 0]",,,
645,165,42.5,4,5876.327,5876.327,24.792,24.792,"[[0, 0], [6, 2], [9, 5], [1, 6], [1, 3], [0, 0]]","[[0, 0], [6, 2], [9, 5], [1, 6], [1, 3], [0, 0]]",0.0,0.001,"[0, 0]","[6, 2]","[9, 5]","[1, 6]","[1, 3]","[0, 0]",,,,,,
646,105,25.0,3,3333.845,3406.248,25.977,25.366,"[[0, 0], [10, 1], [3, 6], [1, 0], [0, 0]]","[[0, 0], [3, 6], [10, 1], [1, 0], [0, 0]]",72.403,0.0,"[0, 0]","[10, 1]","[3, 6]","[1, 0]","[0, 0]",,,,,,,
647,195,40.0,7,9039.507,9205.523,30.207,29.176,"[[0, 0], [8, 5], [10, 9], [6, 7], [6, 6], [4, 4], [4, 3], [4, 0], [0, 0]]","[[0, 0], [4, 0], [8, 5], [10, 9], [6, 7], [6, 6], [4, 4], [4, 3], [0, 0]]",166.016,0.0995,"[0, 0]","[8, 5]","[10, 9]","[6, 7]","[6, 6]","[4, 4]","[4, 3]","[4, 0]","[0, 0]",,,
648,65,85.0,7,9107.773,9107.773,29.648,29.648,"[[0, 0], [1, 8], [6, 8], [9, 7], [8, 4], [7, 4], [6, 4], [5, 1], [0, 0]]","[[0, 0], [1, 8], [6, 8], [9, 7], [8, 4], [7, 4], [6, 4], [5, 1], [0, 0]]",-0.0,0.0955,"[0, 0]","[1, 8]","[6, 8]","[9, 7]","[8, 4]","[7, 4]","[6, 4]","[5, 1]","[0, 0]",,,
649,50,87.5,9,13785.966,13876.896,40.843,38.097,"[[0, 0], [1, 10], [0, 6], [5, 5], [10, 6], [10, 1], [8, 0], [6, 1], [6, 0], [5, 0], [0, 0]]","[[0, 0], [0, 6], [1, 10], [5, 5], [10, 6], [10, 1], [8, 0], [6, 1], [6, 0], [5, 0], [0, 0]]",90.93,11.7377,"[0, 0]","[1, 10]","[0, 6]","[5, 5]","[10, 6]","[10, 1]","[8, 0]","[6, 1]","[6, 0]","[5, 0]","[0, 0]",
650,175,95.0,5,9894.247,9902.17,28.25,26.509,"[[0, 0], [7, 9], [5, 7], [2, 9], [1, 9], [1, 1], [0, 0]]","[[0, 0], [1, 9], [2, 9], [7, 9], [5, 7], [1, 1], [0, 0]]",7.922,0.2,"[0, 0]","[7, 9]","[5, 7]","[2, 9]","[1, 9]","[1, 1]","[0, 0]",,,,,
651,70,60.0,5,5717.589,6914.072,32.985,32.631,"[[0, 0], [8, 1], [10, 9], [3, 8], [3, 3], [1, 0], [0, 0]]","[[0, 0], [3, 3], [3, 8], [10, 9], [8, 1], [1, 0], [0, 0]]",1196.482,0.002,"[0, 0]","[8, 1]","[10, 9]","[3, 8]","[3, 3]","[1, 0]","[0, 0]",,,,,
652,160,30.0,3,5759.802,5759.802,30.121,30.121,"[[0, 0], [10, 2], [0, 8], [1, 3], [0, 0]]","[[0, 0], [10, 2], [0, 8], [1, 3], [0, 0]]",0.0,0.0,"[0, 0]","[10, 2]","[0, 8]","[1, 3]","[0, 0]",,,,,,,
653,75,92.5,8,16588.564,16588.564,41.228,41.228,"[[0, 0], [1, 10], [5, 8], [10, 9], [10, 8], [8, 6], [10, 1], [7, 2], [5, 4], [0, 0]]","[[0, 0], [1, 10], [5, 8], [10, 9], [10, 8], [8, 6], [10, 1], [7, 2], [5, 4], [0, 0]]",-0.0,0.9076,"[0, 0]","[1, 10]","[5, 8]","[10, 9]","[10, 8]","[8, 6]","[10, 1]","[7, 2]","[5, 4]","[0, 0]",,
654,45,37.5,8,5170.476,5612.142,32.515,29.045,"[[0, 0], [4, 10], [8, 9], [9, 9], [7, 6], [5, 4], [4, 4], [2, 6], [1, 4], [0, 0]]","[[0, 0], [1, 4], [2, 6], [4, 10], [8, 9], [9, 9], [7, 6], [5, 4], [4, 4], [0, 0]]",441.665,0.9217,"[0, 0]","[4, 10]","[8, 9]","[9, 9]","[7, 6]","[5, 4]","[4, 4]","[2, 6]","[1, 4]","[0, 0]",,
655,155,25.0,8,8582.482,8582.482,35.101,35.101,"[[0, 0], [2, 7], [1, 10], [7, 10], [9, 7], [7, 5], [7, 7], [6, 7], [5, 6], [0, 0]]","[[0, 0], [2, 7], [1, 10], [7, 10], [9, 7], [7, 5], [7, 7], [6, 7], [5, 6], [0, 0]]",0.0,1.149,"[0, 0]","[2, 7]","[1, 10]","[7, 10]","[9, 7]","[7, 5]","[7, 7]","[6, 7]","[5, 6]","[0, 0]",,
656,125,70.0,7,11329.664,11329.664,32.28,32.28,"[[0, 0], [8, 1], [10, 7], [10, 8], [9, 8], [7, 9], [4, 9], [0, 5], [0, 0]]","[[0, 0], [8, 1], [10, 7], [10, 8], [9, 8], [7, 9], [4, 9], [0, 5], [0, 0]]",0.0,0.134,"[0, 0]","[8, 1]","[10, 7]","[10, 8]","[9, 8]","[7, 9]","[4, 9]","[0, 5]","[0, 0]",,,
657,25,32.5,10,3973.102,4326.558,31.733,30.364,"[[0, 0], [8, 8], [7, 9], [2, 10], [2, 9], [0, 7], [0, 6], [2, 5], [3, 3], [0, 1], [0, 0], [0, 0]]","[[0, 0], [3, 3], [8, 8], [7, 9], [2, 10], [2, 9], [0, 7], [0, 6], [2, 5], [0, 1], [0, 0], [0, 0]]",353.455,126.0639,"[0, 0]","[8, 8]","[7, 9]","[2, 10]","[2, 9]","[0, 7]","[0, 6]","[2, 5]","[3, 3]","[0, 1]","[0, 0]","[0, 0]"
658,70,35.0,10,9540.029,9540.029,39.348,39.348,"[[0, 0], [0, 5], [0, 9], [4, 8], [5, 10], [10, 9], [9, 8], [6, 7], [6, 4], [5, 3], [7, 1], [0, 0]]","[[0, 0], [0, 5], [0, 9], [4, 8], [5, 10], [10, 9], [9, 8], [6, 7], [6, 4], [5, 3], [7, 1], [0, 0]]",-0.0,122.1476,"[0, 0]","[0, 5]","[0, 9]","[4, 8]","[5, 10]","[10, 9]","[9, 8]","[6, 7]","[6, 4]","[5, 3]","[7, 1]","[0, 0]"
659,120,47.5,10,13457.313,13596.008,40.361,40.016,"[[0, 0], [6, 0], [9, 0], [6, 3], [10, 8], [9, 7], [3, 7], [3, 8], [1, 9], [2, 7], [0, 5], [0, 0]]","[[0, 0], [6, 0], [9, 0], [6, 3], [9, 7], [10, 8], [3, 8], [3, 7], [2, 7], [1, 9], [0, 5], [0, 0]]",138.696,122.8727,"[0, 0]","[6, 0]","[9, 0]","[6, 3]","[10, 8]","[9, 7]","[3, 7]","[3, 8]","[1, 9]","[2, 7]","[0, 5]","[0, 0]"
660,35,67.5,4,4195.283,4506.854,28.244,27.638,"[[0, 0], [7, 0], [6, 7], [0, 5], [3, 3], [0, 0]]","[[0, 0], [0, 5], [6, 7], [7, 0], [3, 3], [0, 0]]",311.571,1.5158,"[0, 0]","[7, 0]","[6, 7]","[0, 5]","[3, 3]","[0, 0]",,,,,,
661,30,25.0,9,4911.968,4999.566,40.51,37.757,"[[0, 0], [4, 9], [10, 10], [10, 9], [6, 7], [5, 6], [10, 1], [8, 1], [7, 1], [5, 2], [0, 0]]","[[0, 0], [5, 6], [6, 7], [4, 9], [10, 10], [10, 9], [10, 1], [8, 1], [7, 1], [5, 2], [0, 0]]",87.598,9.0314,"[0, 0]","[4, 9]","[10, 10]","[10, 9]","[6, 7]","[5, 6]","[10, 1]","[8, 1]","[7, 1]","[5, 2]","[0, 0]",
662,160,47.5,6,10031.945,10075.123,34.371,33.818,"[[0, 0], [0, 10], [1, 8], [5, 8], [8, 9], [9, 6], [4, 0], [0, 0]]","[[0, 0], [1, 8], [0, 10], [5, 8], [8, 9], [9, 6], [4, 0], [0, 0]]",43.178,0.244,"[0, 0]","[0, 10]","[1, 8]","[5, 8]","[8, 9]","[9, 6]","[4, 0]","[0, 0]",,,,
663,135,12.5,5,4178.602,4178.602,26.289,26.289,"[[0, 0], [6, 8], [7, 10], [8, 8], [4, 2], [3, 2], [0, 0]]","[[0, 0], [6, 8], [7, 10], [8, 8], [4, 2], [3, 2], [0, 0]]",0.0,0.003,"[0, 0]","[6, 8]","[7, 10]","[8, 8]","[4, 2]","[3, 2]","[0, 0]",,,,,
664,140,70.0,3,6855.519,6855.519,28.661,28.661,"[[0, 0], [0, 7], [10, 3], [8, 1], [0, 0]]","[[0, 0], [0, 7], [10, 3], [8, 1], [0, 0]]",-0.0,0.0,"[0, 0]","[0, 7]","[10, 3]","[8, 1]","[0, 0]",,,,,,,
665,55,5.0,9,2882.284,2948.097,38.495,38.346,"[[0, 0], [4, 1], [6, 6], [10, 10], [6, 8], [3, 7], [1, 10], [0, 7], [1, 7], [2, 2], [0, 0]]","[[0, 0], [0, 7], [1, 7], [1, 10], [3, 7], [6, 8], [10, 10], [6, 6], [4, 1], [2, 2], [0, 0]]",65.813,11.0696,"[0, 0]","[4, 1]","[6, 6]","[10, 10]","[6, 8]","[3, 7]","[1, 10]","[0, 7]","[1, 7]","[2, 2]","[0, 0]",
666,30,47.5,8,4384.993,4690.059,28.61,26.822,"[[0, 0], [3, 9], [3, 5], [7, 4], [5, 4], [5, 4], [5, 1], [5, 0], [0, 0], [0, 0]]","[[0, 0], [3, 5], [3, 9], [5, 4], [5, 4], [7, 4], [5, 1], [5, 0], [0, 0], [0, 0]]",305.066,1.3425,"[0, 0]","[3, 9]","[3, 5]","[7, 4]","[5, 4]","[5, 4]","[5, 1]","[5, 0]","[0, 0]","[0, 0]",,
667,75,85.0,7,10731.817,10919.726,35.871,34.698,"[[0, 0], [2, 9], [7, 9], [10, 6], [9, 2], [5, 5], [4, 1], [3, 1], [0, 0]]","[[0, 0], [5, 5], [2, 9], [7, 9], [10, 6], [9, 2], [4, 1], [3, 1], [0, 0]]",187.91,0.1315,"[0, 0]","[2, 9]","[7, 9]","[10, 6]","[9, 2]","[5, 5]","[4, 1]","[3, 1]","[0, 0]",,,
668,150,35.0,7,6462.961,6462.961,27.104,27.104,"[[0, 0], [5, 3], [7, 4], [2, 10], [0, 8], [0, 5], [1, 3], [0, 0], [0, 0]]","[[0, 0], [5, 3], [7, 4], [2, 10], [0, 8], [0, 5], [1, 3], [0, 0], [0, 0]]",-0.0,0.127,"[0, 0]","[5, 3]","[7, 4]","[2, 10]","[0, 8]","[0, 5]","[1, 3]","[0, 0]","[0, 0]",,,
669,80,60.0,3,4061.168,4061.168,28.125,28.125,"[[0, 0], [6, 8], [10, 1], [2, 0], [0, 0]]","[[0, 0], [6, 8], [10, 1], [2, 0], [0, 0]]",0.0,0.002,"[0, 0]","[6, 8]","[10, 1]","[2, 0]","[0, 0]",,,,,,,
670,130,57.5,7,8306.862,8306.862,30.294,30.294,"[[0, 0], [1, 8], [4, 5], [10, 4], [9, 3], [6, 1], [5, 2], [1, 0], [0, 0]]","[[0, 0], [1, 8], [4, 5], [10, 4], [9, 3], [6, 1], [5, 2], [1, 0], [0, 0]]",-0.0,0.121,"[0, 0]","[1, 8]","[4, 5]","[10, 4]","[9, 3]","[6, 1]","[5, 2]","[1, 0]","[0, 0]",,,
671,175,10.0,9,7486.03,7486.03,34.576,34.576,"[[0, 0], [2, 5], [2, 7], [4, 6], [10, 9], [9, 7], [6, 4], [8, 1], [5, 0], [3, 0], [0, 0]]","[[0, 0], [2, 5], [2, 7], [4, 6], [10, 9], [9, 7], [6, 4], [8, 1], [5, 0], [3, 0], [0, 0]]",-0.0,11.3771,"[0, 0]","[2, 5]","[2, 7]","[4, 6]","[10, 9]","[9, 7]","[6, 4]","[8, 1]","[5, 0]","[3, 0]","[0, 0]",
672,120,42.5,4,5083.269,5083.269,27.116,27.116,"[[0, 0], [8, 10], [8, 9], [7, 4], [6, 4], [0, 0]]","[[0, 0], [8, 10], [8, 9], [7, 4], [6, 4], [0, 0]]",-0.0,0.197,"[0, 0]","[8, 10]","[8, 9]","[7, 4]","[6, 4]","[0, 0]",,,,,,
673,145,87.5,9,12181.814,12181.813,28.726,28.726,"[[0, 0], [5, 1], [7, 5], [9, 8], [7, 9], [6, 9], [0, 3], [1, 2], [1, 1], [0, 0], [0, 0]]","[[0, 0], [5, 1], [7, 5], [9, 8], [7, 9], [6, 9], [0, 3], [1, 2], [1, 1], [0, 0], [0, 0]]",-0.0,12.2086,"[0, 0]","[5, 1]","[7, 5]","[9, 8]","[7, 9]","[6, 9]","[0, 3]","[1, 2]","[1, 1]","[0, 0]","[0, 0]",
674,120,57.5,6,7908.91,7908.91,29.086,29.086,"[[0, 0], [5, 0], [9, 5], [9, 6], [6, 10], [2, 4], [1, 2], [0, 0]]","[[0, 0], [5, 0], [9, 5], [9, 6], [6, 10], [2, 4], [1, 2], [0, 0]]",-0.0,0.1775,"[0, 0]","[5, 0]","[9, 5]","[9, 6]","[6, 10]","[2, 4]","[1, 2]","[0, 0]",,,,
675,120,90.0,8,13417.873,13417.873,32.789,32.789,"[[0, 0], [10, 1], [10, 3], [7, 4], [4, 4], [4, 8], [3, 7], [0, 6], [0, 4], [0, 0]]","[[0, 0], [10, 1], [10, 3], [7, 4], [4, 4], [4, 8], [3, 7], [0, 6], [0, 4], [0, 0]]",-0.0,1.1016,"[0, 0]","[10, 1]","[10, 3]","[7, 4]","[4, 4]","[4, 8]","[3, 7]","[0, 6]","[0, 4]","[0, 0]",,
676,170,10.0,9,6122.246,6122.246,29.603,29.603,"[[0, 0], [3, 0], [9, 2], [9, 6], [4, 8], [4, 7], [4, 6], [3, 4], [4, 3], [3, 3], [0, 0]]","[[0, 0], [3, 0], [9, 2], [9, 6], [4, 8], [4, 7], [4, 6], [3, 4], [4, 3], [3, 3], [0, 0]]",-0.0,11.6309,"[0, 0]","[3, 0]","[9, 2]","[9, 6]","[4, 8]","[4, 7]","[4, 6]","[3, 4]","[4, 3]","[3, 3]","[0, 0]",
677,60,25.0,3,2485.338,2485.338,25.823,25.823,"[[0, 0], [0, 7], [7, 9], [5, 5], [0, 0]]","[[0, 0], [0, 7], [7, 9], [5, 5], [0, 0]]",0.0,0.206,"[0, 0]","[0, 7]","[7, 9]","[5, 5]","[0, 0]",,,,,,,
678,50,57.5,9,9423.733,10818.252,36.476,35.302,"[[0, 0], [10, 2], [7, 4], [8, 8], [7, 7], [3, 7], [3, 8], [2, 9], [1, 8], [2, 1], [0, 0]]","[[0, 0], [2, 1], [7, 4], [10, 2], [8, 8], [7, 7], [3, 7], [3, 8], [2, 9], [1, 8], [0, 0]]",1394.519,11.3133,"[0, 0]","[10, 2]","[7, 4]","[8, 8]","[7, 7]","[3, 7]","[3, 8]","[2, 9]","[1, 8]","[2, 1]","[0, 0]",
679,85,42.5,7,5608.791,5608.791,25.471,25.471,"[[0, 0], [4, 4], [3, 6], [5, 7], [8, 4], [8, 1], [7, 1], [2, 0], [0, 0]]","[[0, 0], [4, 4], [3, 6], [5, 7], [8, 4], [8, 1], [7, 1], [2, 0], [0, 0]]",-0.0,0.2983,"[0, 0]","[4, 4]","[3, 6]","[5, 7]","[8, 4]","[8, 1]","[7, 1]","[2, 0]","[0, 0]",,,
680,40,72.5,7,9785.978,9905.4,38.175,33.834,"[[0, 0], [6, 0], [3, 10], [6, 9], [10, 8], [8, 7], [6, 5], [2, 5], [0, 0]]","[[0, 0], [6, 0], [6, 5], [8, 7], [10, 8], [6, 9], [3, 10], [2, 5], [0, 0]]",119.423,0.0925,"[0, 0]","[6, 0]","[3, 10]","[6, 9]","[10, 8]","[8, 7]","[6, 5]","[2, 5]","[0, 0]",,,
681,180,20.0,5,6533.471,6620.7,29.247,28.95,"[[0, 0], [0, 10], [3, 8], [2, 6], [5, 3], [6, 0], [0, 0]]","[[0, 0], [2, 6], [0, 10], [3, 8], [5, 3], [6, 0], [0, 0]]",87.229,0.004,"[0, 0]","[0, 10]","[3, 8]","[2, 6]","[5, 3]","[6, 0]","[0, 0]",,,,,
682,170,92.5,7,13297.773,14822.598,31.581,30.502,"[[0, 0], [1, 9], [4, 9], [6, 8], [8, 1], [6, 2], [5, 1], [1, 2], [0, 0]]","[[0, 0], [1, 2], [1, 9], [4, 9], [6, 8], [8, 1], [6, 2], [5, 1], [0, 0]]",1524.825,0.0965,"[0, 0]","[1, 9]","[4, 9]","[6, 8]","[8, 1]","[6, 2]","[5, 1]","[1, 2]","[0, 0]",,,
683,85,5.0,4,1274.187,1274.187,13.595,13.595,"[[0, 0], [2, 0], [4, 4], [0, 3], [0, 2], [0, 0]]","[[0, 0], [2, 0], [4, 4], [0, 3], [0, 2], [0, 0]]",0.0,0.001,"[0, 0]","[2, 0]","[4, 4]","[0, 3]","[0, 2]","[0, 0]",,,,,,
684,190,65.0,9,14104.094,14104.094,32.287,32.287,"[[0, 0], [4, 0], [9, 1], [8, 5], [9, 7], [3, 7], [2, 8], [1, 7], [1, 3], [0, 3], [0, 0]]","[[0, 0], [4, 0], [9, 1], [8, 5], [9, 7], [3, 7], [2, 8], [1, 7], [1, 3], [0, 3], [0, 0]]",-0.0,11.3157,"[0, 0]","[4, 0]","[9, 1]","[8, 5]","[9, 7]","[3, 7]","[2, 8]","[1, 7]","[1, 3]","[0, 3]","[0, 0]",
685,60,97.5,10,12903.634,12903.634,32.591,32.591,"[[0, 0], [3, 7], [6, 9], [10, 8], [10, 7], [7, 4], [8, 1], [6, 2], [3, 0], [2, 0], [0, 0], [0, 0]]","[[0, 0], [3, 7], [6, 9], [10, 8], [10, 7], [7, 4], [8, 1], [6, 2], [3, 0], [2, 0], [0, 0], [0, 0]]",0.0,126.4838,"[0, 0]","[3, 7]","[6, 9]","[10, 8]","[10, 7]","[7, 4]","[8, 1]","[6, 2]","[3, 0]","[2, 0]","[0, 0]","[0, 0]"
686,185,75.0,3,6184.099,6184.099,22.067,22.067,"[[0, 0], [9, 0], [7, 1], [1, 4], [0, 0]]","[[0, 0], [9, 0], [7, 1], [1, 4], [0, 0]]",-0.0,1.0297,"[0, 0]","[9, 0]","[7, 1]","[1, 4]","[0, 0]",,,,,,,
687,95,37.5,7,5390.9,5390.9,27.65,27.65,"[[0, 0], [6, 0], [10, 4], [6, 5], [4, 6], [2, 5], [3, 3], [0, 2], [0, 0]]","[[0, 0], [6, 0], [10, 4], [6, 5], [4, 6], [2, 5], [3, 3], [0, 2], [0, 0]]",-0.0,0.1105,"[0, 0]","[6, 0]","[10, 4]","[6, 5]","[4, 6]","[2, 5]","[3, 3]","[0, 2]","[0, 0]",,,
